campaign_name,spend,impressions,clicks
21-30_allclusters_htc_one_2GB_10114,324.1,3703,30
51+_cluster2_iphone5S_9114,860.26,9635,5
51+_cluster1_iPhone_6/6+_all_other_devices_10114,21.8,3435,39
41-50_allclusters_nokia_lumia_v3_MORE_EVERYTHING,71.41,9499,18
51+_notarget_htc_one_2GB_limited_time_offer_10114,276.12,7697,17
31-40_allclusters_htc_one_2GB_limited_time_offer,222.89,1191,57
<21_cluster2_htc_one_1GB,3.35,3923,9
51+_allclusters_nokia_lumia_v3_MORE_EVERYTHING,219.28,1581,72
<21_cluster2_iphone5S_8114,483.13,8429,26
31-40_allclusters_htc_one_2GB_10114,212.36,5633,45
21-30_notarget_htc_one_2GB_10114,359.21,2791,46
41-50_cluster2_iphone_6/6+_AT&T_9114,71.03,8470,80
21-30_notarget_htc_one_1GB_9114,223.77,8963,92
51+_cluster1_nokia_lumia_v3_more_everything_10114,76.76,2133,39
31-40_cluster2_iphone_6/6+_Vzn,78.01,4610,96
31-40_cluster2_iphone_6/6+_Vzn,95.2,8638,96
<21_notarget_nokia_lumia_v3_MORE_EVERYTHING,278.69,8478,4
31-40_notarget_iphone5S,616.3,6012,46
51+_allclusters_nokia_lumia_v3_more_everything,188.51,1321,92
<21_notarget_iPhone_6/6+_all_other_devices,310.25,5606,70
21-30_cluster2_nokia_lumia_v3_more_everything_10114,279.29,5038,18
21-30_notarget_htc_one_2GB_8114,127.12,3580,40
<21_cluster2_iPhone_6/6+_all_other_devices,38.8,7583,86
41-50_allclusters_nokia_lumia_v3_more_everything,720.91,9034,73
41-50_allclusters_nokia_lumia_v3_8114,112.26,5107,11
51+_cluster3_nokia_lumia_v3_MORE_EVERYTHING,73.04,1414,45
<21_cluster3_iphone_6/6+_AT&T_10114,123.32,7072,24
21-30_cluster1_iphone_6/6+_AT&T,98.33,1561,18
21-30_allclusters_htc_one_2GB_limited_time_offer_10114,155.35,3681,87
21-30_cluster3_iphone_6/6+_Vzn,113.03,7242,50
41-50_notarget_iphone5S,669.94,7005,88
51+_cluster3_iPhone_6/6+_all_other_devices,516.34,5849,56
31-40_cluster1_iphone_6/6+_Vzn_10114,500.43,2497,97
21-30_cluster2_nokia_lumia_v3,2.84,7370,85
31-40_cluster2_iphone_6/6+_Vzn_10114,5.3,1254,59
21-30_cluster1_iphone_6/6+_AT&T,435.83,9306,84
31-40_cluster1_iphone_6/6+_Vzn,394.54,2761,49
<21_notarget_nokia_lumia_v3_MORE_EVERYTHING,395.03,1048,83
51+_cluster2_htc_one_2GB_8114,195.39,1197,36
41-50_allclusters_nokia_lumia_v3_more_everything_9114,150.32,5288,77
21-30_allclusters_htc_one_2GB_limited_time_offer,12.92,4071,9
41-50_cluster2_iphone5S_10114,296.69,4589,53
51+_cluster2_nokia_lumia_v3_MORE_EVERYTHING,600.24,7024,63
21-30_allclusters_htc_one_2GB_limited_time_offer_8114,201.37,6862,74
<21_notarget_htc_one_1GB_10114,582.25,7396,26
21-30_notarget_iphone_6/6+_AT&T,314.17,3978,100
<21_notarget_nokia_lumia_v3_more_everything,520.18,7544,61
21-30_notarget_nokia_lumia_v3_10114,185.66,6175,78
51+_allclusters_nokia_lumia_v3_10114,76.73,4669,58
31-40_cluster1_htc_one_1GB,117.09,4866,29
31-40_allclusters_nokia_lumia_v3,762.66,4697,5
41-50_cluster1_iphone5S_8114,374.26,3854,40
41-50_allclusters_htc_one_2GB_limited_time_offer_8114,70.31,4346,29
41-50_cluster2_htc_one_1GB,63.63,1561,66
<21_cluster3_htc_one_2GB_9114,95.68,7866,39
31-40_allclusters_htc_one_2GB_10114,367.32,7189,77
21-30_cluster2_nokia_lumia_v3_10114,459.3,6960,69
21-30_cluster3_htc_one_2GB_limited_time_offer_8114,68.33,9436,24
<21_cluster3_nokia_lumia_v3_8114,531.21,2164,19
41-50_cluster2_iphone5S,128.89,3477,16
21-30_cluster1_iphone_6/6+_AT&T_8114,638.16,1222,71
<21_cluster3_htc_one_1GB_9114,219.04,6057,95
<21_cluster1_iphone_6/6+_Vzn_10114,176.42,7530,2
31-40_notarget_nokia_lumia_v3_MORE_EVERYTHING,513.58,8122,72
41-50_allclusters_htc_one_2GB_limited_time_offer_9114,532.01,2040,93
21-30_allclusters_htc_one_1GB_9114,12.98,9978,96
21-30_cluster3_nokia_lumia_v3_10114,123.27,1380,52
<21_cluster3_nokia_lumia_v3_more_everything_10114,200.08,2543,46
41-50_cluster1_htc_one_2GB_limited_time_offer,649.62,9527,99
41-50_cluster1_htc_one_2GB_8114,324.61,2878,40
<21_cluster2_nokia_lumia_v3,3.44,3082,92
31-40_cluster3_nokia_lumia_v3_9114,764.46,5894,80
31-40_cluster2_iphone5S,453.65,4858,59
<21_cluster2_htc_one_2GB_8114,215.63,3303,52
41-50_notarget_htc_one_2GB_limited_time_offer,49.89,9415,5
21-30_cluster1_htc_one_2GB_10114,3.05,3034,75
<21_allclusters_iphone_6/6+_Vzn,341.35,8319,15
31-40_cluster3_htc_one_2GB_limited_time_offer,36.2,8026,66
21-30_notarget_nokia_lumia_v3,548.52,6485,37
21-30_notarget_nokia_lumia_v3_more_everything,176.68,5040,57
21-30_notarget_iphone_6/6+_Vzn_9114,122.35,4541,17
31-40_cluster2_iphone5S_9114,340.06,3475,23
41-50_cluster2_iphone_6/6+_AT&T,50.06,3278,27
51+_cluster1_htc_one_2GB_limited_time_offer_8114,8.87,6150,66
<21_cluster1_iphone5S_9114,306.72,4679,52
51+_cluster2_htc_one_2GB_limited_time_offer,49.21,1589,29
21-30_cluster3_htc_one_2GB_limited_time_offer_9114,158.24,6511,80
<21_cluster2_nokia_lumia_v3_more_everything,173,1243,59
41-50_cluster2_nokia_lumia_v3_more_everything_10114,136.09,6575,38
<21_cluster2_htc_one_2GB_limited_time_offer_9114,242.94,5481,68
41-50_cluster3_htc_one_2GB_limited_time_offer_8114,162.81,4711,97
41-50_cluster3_nokia_lumia_v3_10114,255.27,2309,47
41-50_allclusters_htc_one_2GB,298.64,2649,84
<21_cluster2_nokia_lumia_v3_more_everything,315.87,8326,27
51+_cluster3_iphone5S,44.1,3973,43
51+_allclusters_nokia_lumia_v3,111.5,5932,55
51+_notarget_nokia_lumia_v3_MORE_EVERYTHING,431.81,2686,51
41-50_notarget_iPhone_6/6+_all_other_devices_8114,645.55,3792,97
41-50_allclusters_iPhone_6/6+_all_other_devices_9114,271.66,2456,64
<21_cluster1_nokia_lumia_v3_MORE_EVERYTHING,35.66,1598,38
21-30_cluster2_iphone_6/6+_AT&T_8114,78.48,9295,82
21-30_cluster3_nokia_lumia_v3_more_everything_10114,476.38,4382,27
51+_allclusters_nokia_lumia_v3_MORE_EVERYTHING_9114,228.78,6113,41
41-50_allclusters_nokia_lumia_v3_MORE_EVERYTHING_10114,282.45,1441,70
21-30_cluster1_nokia_lumia_v3_more_everything,76.19,2420,67
21-30_cluster3_nokia_lumia_v3_more_everything_10114,210.03,8719,63
<21_cluster1_nokia_lumia_v3_MORE_EVERYTHING,357.83,8816,51
21-30_cluster2_nokia_lumia_v3_more_everything,64.17,9800,34
31-40_cluster1_htc_one_2GB,534.28,8257,45
51+_notarget_htc_one_2GB_limited_time_offer_9114,573.17,7135,14
41-50_notarget_htc_one_2GB_limited_time_offer,4.41,3520,42
31-40_allclusters_iphone5S,209.49,7958,34
<21_notarget_htc_one_2GB_8114,340.44,6394,4
51+_cluster2_nokia_lumia_v3_MORE_EVERYTHING_10114,23.98,3824,60
41-50_notarget_iphone_6/6+_AT&T,6.62,7255,60
41-50_cluster3_iphone_6/6+_AT&T_8114,24.63,3585,12
<21_allclusters_nokia_lumia_v3,433.88,5800,29
21-30_cluster1_iPhone_6/6+_all_other_devices_9114,293.93,7444,73
<21_notarget_iPhone_6/6+_all_other_devices_8114,56.97,9925,17
21-30_allclusters_nokia_lumia_v3_more_everything_8114,380.65,9349,20
31-40_cluster1_htc_one_2GB_limited_time_offer,8.45,1353,55
<21_cluster1_htc_one_1GB,295.89,9307,45
51+_cluster3_nokia_lumia_v3_more_everything,95.81,4095,58
41-50_cluster2_htc_one_2GB,20.98,4687,60
41-50_cluster1_nokia_lumia_v3_more_everything_8114,97.07,3514,66
41-50_cluster1_iphone_6/6+_AT&T_9114,15.69,2409,65
21-30_notarget_nokia_lumia_v3_more_everything,139.98,5137,6
31-40_cluster3_iphone_6/6+_AT&T,30.3,7676,93
51+_allclusters_iphone_6/6+_AT&T_9114,7.61,4377,24
41-50_allclusters_htc_one_2GB_limited_time_offer,61.13,4503,63
51+_allclusters_nokia_lumia_v3_more_everything,131.87,7299,24
41-50_cluster2_nokia_lumia_v3,479.52,9273,68
41-50_cluster1_nokia_lumia_v3_MORE_EVERYTHING,48.47,1529,16
41-50_cluster3_iphone5S,154.52,7856,27
41-50_allclusters_iphone5S,160.24,5997,6
<21_notarget_htc_one_2GB,176.12,8198,25
